Category,Product_ID,Total_Revenue,Total_Units
Feminine,840,20221.2,127
Feminine,7758,20206.6,394
Feminine,443,20203.3,187
Feminine,7915,20195.15,375
Feminine,6557,20182.6,683
Feminine,1145,20173.6,164
Feminine,2400,20164.1,112
Feminine,8435,20163.3,380
Feminine,9839,20163.0,318
Feminine,12958,20158.2,371
Feminine,989,20148.28,162
Feminine,131,20140.84,184
Feminine,1956,20127.75,140
Feminine,7909,20121.7,728
Feminine,14310,20089.4,416
Feminine,7316,20081.9,374
Feminine,10514,20079.0,225
Feminine,8746,20068.8,383
Feminine,9500,20048.5,243
Feminine,2320,20016.75,117
Feminine,1152,19971.4,125
Feminine,6224,19968.65,375
Feminine,10905,19882.8,249
Feminine,4976,19881.55,251
Feminine,7394,19867.75,397
Feminine,9786,19866.65,227
Feminine,14830,19840.2,436
Feminine,162,19831.55,127
Feminine,9058,19824.8,280
Feminine,13296,19821.65,410
Feminine,3411,19819.47,483
Feminine,8174,19816.7,380
Feminine,1958,19805.4,149
Feminine,5545,19762.96,505
Feminine,4451,19759.41,513
Feminine,9547,19756.46,558
Feminine,4477,19743.91,490
Feminine,15816,19712.0,59
Feminine,8279,19699.9,373
Feminine,5776,19669.27,519
Feminine,6173,19667.45,380
Feminine,7811,19662.3,375
Feminine,2218,19653.5,133
Feminine,8798,19647.95,356
Feminine,2445,19606.21,161
Feminine,6276,19512.4,363
Feminine,11113,19506.5,244
Feminine,14882,19488.1,392
Feminine,15842,19488.0,61
Feminine,1542,19488.0,119
Feminine,12933,19486.75,406
Feminine,9677,19481.47,567
Feminine,6485,19476.9,373
Feminine,8019,19473.7,401
Feminine,266,19467.5,129
Feminine,9266,19445.75,280
Feminine,6614,19441.45,434
Feminine,14285,19418.15,409
Feminine,9657,19414.7,257
Feminine,14311,19414.1,374
Feminine,9838,19413.3,225
Feminine,11710,19402.5,257
Feminine,17792,19376.5,67
Feminine,7577,19372.45,393
Feminine,15296,19368.5,72
Feminine,11191,19362.5,270
Feminine,12438,19356.45,462
Feminine,10228,19356.1,254
Feminine,5028,19345.2,255
Feminine,11471,19331.8,548
Feminine,2107,19328.9,182
Feminine,11086,19318.85,253
Feminine,684,19301.6,111
Feminine,4009,19298.25,524
Feminine,838,19289.8,130
Feminine,599,19289.8,179
Feminine,7655,19243.05,387
Feminine,5522,19240.8,225
Feminine,3105,19239.75,260
Feminine,3595,19228.15,517
Feminine,60,19208.45,117
Feminine,911,19172.3,189
Feminine,5990,19150.65,398
Feminine,79,19142.82,174
Feminine,2296,19128.0,124
Feminine,4586,19127.6,232
Feminine,1334,19126.4,134
Feminine,11893,19092.4,245
Feminine,9189,19088.3,252
Feminine,15088,19060.5,65
Feminine,13479,19053.6,390
Feminine,6666,19053.3,381
Feminine,1405,19020.5,180
Feminine,13868,19002.95,416
Feminine,606,18991.8,123
Feminine,13322,18990.95,407
Feminine,9053,18984.6,547
Feminine,9085,18966.4,268
Feminine,1431,18963.82,162
Feminine,2374,18953.85,119
Feminine,5652,18949.6,219
Feminine,7057,18918.9,356
Feminine,474,18902.5,134
Feminine,6536,18900.6,350
Feminine,1048,18896.15,145
Feminine,16284,18885.5,60
Feminine,4659,18879.64,482
Feminine,10223,18868.93,552
Feminine,6874,18809.25,399
Feminine,3390,18808.15,211
Feminine,3723,18785.48,519
Feminine,710,18770.6,107
Feminine,15452,18768.0,65
Feminine,211,18765.5,111
Feminine,1828,18753.5,132
Feminine,5101,18747.15,457
Feminine,13972,18745.1,423
Feminine,15192,18737.5,61
Feminine,3364,18726.95,222
Feminine,13791,18716.0,464
Feminine,2497,18707.8,188
Feminine,3910,18701.0,201
Feminine,10670,18689.5,275
Feminine,1722,18676.15,148
Feminine,866,18672.75,145
Feminine,10333,18644.2,281
Feminine,4607,18639.920000000002,536
Feminine,7004,18637.15,377
Feminine,4378,18605.2,226
Feminine,6900,18591.6,382
Feminine,1353,18581.52,147
Feminine,8,18530.2,94
Feminine,17473,18495.0,69
Feminine,7836,18491.45,392
Feminine,11503,18485.2,272
Feminine,10306,18474.6,265
Feminine,8773,18468.75,386
Feminine,12387,18459.5,406
Feminine,1852,18453.55,144
Feminine,3911,18442.9,246
Feminine,14831,18402.45,411
Feminine,9890,18393.0,265
Feminine,14024,18384.1,417
Feminine,5392,18347.9,244
Feminine,13141,18342.95,439
Feminine,502,18334.6,116
Feminine,3182,18315.0,195
Feminine,7623,18293.1,747
Feminine,547,18275.84,177
Feminine,2816,18251.1,134
Feminine,11269,18250.35,241
Feminine,6042,18249.5,406
Feminine,2679,18238.14,145
Feminine,11217,18223.0,248
Feminine,14596,18222.5,421
Feminine,1613,18209.3,144
Feminine,807,18184.47,156
Feminine,2419,18181.38,177
Feminine,9136,18175.2,258
Feminine,3806,18173.4,218
Feminine,7446,18170.8,351
Feminine,656,18155.3,149
Feminine,9397,18154.0,224
Feminine,8123,18123.25,426
Feminine,3338,18104.8,252
Feminine,6069,18099.7,392
Feminine,10593,18094.7,265
Feminine,16908,18094.5,50
Feminine,9006,18082.35,233
Feminine,6250,18070.75,356
Feminine,13817,18058.55,460
Feminine,16882,18042.5,67
Feminine,2783,18037.05,175
Feminine,8096,18024.1,379
Feminine,1847,18015.22,164
Feminine,1067,18005.8,184
Feminine,17116,18000.0,74
Feminine,17688,17989.5,69
Feminine,5418,17977.6,176
Feminine,1282,17973.75,114
Feminine,11190,17955.9,240
Feminine,1854,17951.25,139
Feminine,10021,17904.9,275
Feminine,7343,17899.5,369
Feminine,6225,17897.5,356
Feminine,4950,17892.5,220
Feminine,4820,17883.7,216
Feminine,3416,17876.75,218
Feminine,5704,17871.15,212
Feminine,10020,17813.6,262
Feminine,2658,17795.35,126
Feminine,3702,17789.5,229
Feminine,10697,17745.65,228
Feminine,17397,17729.19,100
Feminine,9527,17726.95,247
Feminine,15473,17718.15,105
Feminine,1953,17717.0,131
Feminine,1438,17709.25,128
Feminine,3156,17706.25,238
Feminine,3671,17693.0,505
Feminine,6172,17684.05,373
Feminine,16459,17675.0,64
Feminine,240,17672.5,121
Feminine,1979,17669.5,121
Feminine,4742,17632.3,232
Feminine,16700,17622.0,55
Feminine,521,17603.43,154
Feminine,15998,17603.0,64
Feminine,15944,17585.5,77
Feminine,11632,17585.2,245
Feminine,11399,17585.0,242
Feminine,1568,17581.2,107
Feminine,9214,17570.6,243
Feminine,1197,17562.46,178
Feminine,8330,17556.35,364
Feminine,3208,17543.7,224
Feminine,4846,17504.2,230
Feminine,8928,17496.3,395
Feminine,942,17487.15,100
Feminine,4040,17485.6,218
Feminine,4067,17485.05,248
Feminine,11841,17416.0,253
Feminine,16050,17409.0,57
Feminine,5184,17406.8,213
Feminine,8616,17383.05,382
Feminine,3936,17379.15,200
Feminine,2549,17358.7,165
Feminine,16492,17332.5,69
Feminine,3780,17325.4,226
Feminine,7473,17289.25,360
Feminine,10436,17270.95,245
Feminine,7785,17264.45,369
Feminine,7342,17249.05,396
Feminine,2367,17234.84,193
Feminine,554,17222.1,100
Feminine,10853,17220.0,257
Feminine,16435,17215.420000000002,106
Feminine,8331,17213.65,354
Feminine,11762,17206.2,260
Feminine,10566,17202.6,210
Feminine,2088,17200.05,138
Feminine,9604,17186.3,270
Feminine,8304,17183.3,376
Feminine,5335,17182.77,508
Feminine,469,17161.55,178
Feminine,3749,17155.09,517
Feminine,736,17146.85,111
Feminine,16568,17135.0,70
Feminine,4014,17131.5,228
Feminine,11268,17129.8,253
Feminine,8851,17129.0,443
Feminine,7733,17118.55,368
Feminine,1750,17110.8,106
Feminine,7472,17096.15,428
Feminine,9215,17087.1,261
Feminine,13245,17085.55,438
Feminine,367,17083.5,136
Feminine,10983,17080.5,273
Feminine,17293,17062.36,118
Feminine,653,17039.8,119
Feminine,10618,17030.5,259
Feminine,9812,17016.0,262
Feminine,11554,16998.0,260
Feminine,10567,16996.5,266
Feminine,17447,16983.0,58
Feminine,7680,16964.25,359
Feminine,6848,16931.1,386
Feminine,10099,16922.2,239
Feminine,1407,16909.05,146
Feminine,5730,16907.1,229
Feminine,1900,16905.9,189
Feminine,11425,16887.9,255
Feminine,13947,16850.2,425
Feminine,6952,16827.6,401
Feminine,1332,16801.0,109
Feminine,1230,16798.15,112
Feminine,5653,16793.2,248
Feminine,2842,16783.75,118
Feminine,2970,16775.6,125
Feminine,7863,16769.65,387
Feminine,2003,16751.62,187
Feminine,2008,16748.15,146
Feminine,10332,16740.75,258
Feminine,729,16737.02,174
Feminine,12204,16730.95,421
Feminine,1462,16728.5,111
Feminine,9708,16692.15,250
Feminine,10073,16689.0,218
Feminine,13089,16668.25,433
Feminine,9760,16662.3,235
Feminine,3625,16652.0,237
Feminine,7135,16636.45,377
Feminine,2710,16633.55,122
Feminine,11321,16620.0,273
Feminine,6121,16616.05,324
Feminine,3728,16580.2,219
Feminine,2577,16557.6,144
Feminine,2965,16550.84,203
Feminine,2244,16550.25,152
Feminine,5834,16543.0,231
Feminine,2010,16539.5,121
Feminine,2036,16521.3,110
Feminine,8954,16518.9,402
Feminine,4971,16516.21,518
Feminine,10307,16514.4,262
Feminine,2913,16450.3,195
Feminine,2315,16442.01,189
Feminine,10046,16428.9,250
Feminine,6016,16402.85,397
Feminine,4664,16400.25,241
Feminine,16258,16371.5,56
Feminine,3104,16367.75,239
Feminine,4274,16344.1,222
Feminine,445,16281.2,145
Feminine,16823,16271.5,58
Feminine,8642,16264.0,380
Feminine,2575,16262.220000000001,151
Feminine,6822,16261.1,392
Feminine,3598,16255.4,216
Feminine,5782,16236.3,209
Feminine,627,16232.9,114
Feminine,16310,16192.5,57
Feminine,1072,16186.3,120
Feminine,17064,16176.0,60
Feminine,5341,16155.4,222
Feminine,1717,16152.7,131
Feminine,9423,16132.7,256
Feminine,4711,16124.48,515
Feminine,9630,16123.4,253
Feminine,424,16121.5,118
Feminine,5574,16118.4,227
Feminine,2790,16117.5,105
Feminine,7498,16105.9,373
Feminine,1563,16100.95,122
Feminine,2478,16091.2,127
Feminine,10957,16066.25,245
Feminine,11060,16055.85,270
Feminine,15504,16052.0,62
Feminine,14597,16033.0,394
Feminine,6407,16013.85,418
Feminine,16518,15987.5,48
Feminine,1899,15963.5,162
Feminine,86,15962.2,128
Feminine,5262,15948.3,204
Feminine,965,15918.55,128
Feminine,1509,15892.17,155
Feminine,1985,15888.25,121
Feminine,6797,15883.3,391
Feminine,604,15879.2,140
Feminine,6719,15879.0,377
Feminine,9319,15854.5,273
Feminine,9084,15850.15,254
Feminine,292,15846.2,119
Feminine,6458,15844.55,404
Feminine,11866,15834.85,240
Feminine,3957,15833.02,490
Feminine,651,15817.78,140
Feminine,4118,15815.0,254
Feminine,16648,15803.0,64
Feminine,17031,15800.5,74
Feminine,3312,15780.05,217
Feminine,9761,15776.05,234
Feminine,10177,15775.2,282
Feminine,9188,15772.55,266
Feminine,13115,15769.65,418
Feminine,5756,15765.5,225
Feminine,1594,15757.9,110
Feminine,6563,15749.9,402
Feminine,320,15740.05,98
Feminine,11372,15734.2,285
Feminine,2967,15732.7,126
Feminine,16643,15727.66,94
Feminine,2426,15712.55,124
Feminine,12231,15705.65,414
Feminine,918,15701.0,137
Feminine,3572,15698.6,226
Feminine,9163,15697.85,255
Feminine,4509,15677.0,221
Feminine,814,15676.5,105
Feminine,11815,15653.0,256
Feminine,11502,15647.6,267
Feminine,2289,15644.2,153
Feminine,1724,15631.2,107
Feminine,11035,15604.1,267
Feminine,14753,15603.25,359
Feminine,6771,15602.05,428
Feminine,1046,15593.4,124
Feminine,183,15587.22,158
Feminine,17220,15562.0,67
Feminine,1745,15561.5,141
Feminine,10930,15556.35,266
Feminine,6615,15551.05,373
Feminine,9422,15545.75,239
Feminine,2862,15539.9,181
Feminine,17478,15539.0,61
Feminine,3983,15531.08,482
Feminine,5003,15523.9,241
Feminine,9526,15520.75,248
Feminine,17062,15519.0,57
Feminine,16849,15489.5,65
Feminine,630,15477.25,109
Feminine,15216,15474.5,70
Feminine,344,15473.5,137
Feminine,372,15461.6,130
Feminine,9033,15460.75,245
Feminine,5496,15458.25,217
Feminine,16069,15456.0,62
Feminine,3781,15442.3,232
Feminine,448,15441.7,127
Feminine,1204,15441.5,128
Feminine,261,15438.56,182
Feminine,2731,15431.8,155
Feminine,658,15413.3,115
Feminine,2499,15406.95,130
Feminine,16388,15392.0,64
Feminine,15551,15387.83,102
Feminine,13219,15384.9,402
Feminine,12621,15379.45,427
Feminine,10072,15379.2,280
Feminine,11242,15378.6,265
Feminine,3494,15360.9,239
Feminine,3313,15354.95,241
Feminine,1098,15333.5,99
Feminine,2732,15277.42,176
Feminine,4612,15268.5,228
Feminine,10176,15267.7,260
Feminine,1384,15267.3,115
Feminine,580,15266.4,123
Feminine,2452,15231.35,137
Feminine,14979,15224.34,98
Feminine,1930,15213.1,142
Feminine,15972,15207.5,61
Feminine,1150,15203.6,113
Feminine,10904,15189.6,239
Feminine,2551,15188.0,139
Feminine,2707,15187.3,141
Feminine,9241,15179.55,231
Feminine,4898,15178.9,240
Feminine,13323,15152.4,405
Feminine,8357,15123.1,393
Feminine,4690,15110.7,247
Feminine,3650,15110.15,241
Feminine,1412,15108.25,106
Feminine,2939,15096.7,154
Feminine,3026,15080.9,220
Feminine,2941,15080.8,120
Feminine,15946,15076.0,60
Feminine,2504,15068.0,123
Feminine,2346,15050.0,114
Feminine,1639,15043.5,183
Feminine,10592,15040.7,295
Feminine,2167,15035.5,117
Feminine,5309,15032.16,484
Feminine,34,14989.9,105
Feminine,6432,14976.2,344
Feminine,8902,14968.0,377
Feminine,1718,14960.74,180
Feminine,886,14956.8,166
Feminine,10359,14950.2,281
Feminine,2556,14946.6,122
Feminine,1329,14925.4,139
Feminine,6978,14919.5,392
Feminine,16960,14918.5,53
Feminine,2887,14884.5,187
Feminine,17870,14884.0,48
Feminine,14155,14872.4,384
Feminine,762,14858.1,128
Feminine,4196,14847.4,265
Feminine,4404,14843.5,241
Feminine,2140,14833.25,109
Feminine,5080,14807.1,202
Feminine,4061,14798.73,470
Feminine,32,14797.3,131
Feminine,8356,14738.7,387
Feminine,4508,14723.0,205
Feminine,16513,14716.04,94
Feminine,991,14712.6,148
Feminine,755,14711.34,155
Feminine,5809,14693.65,226
Feminine,476,14692.7,110
Feminine,15133,14689.5,68
Feminine,13713,14674.6,404
Feminine,16596,14661.5,54
Feminine,11009,14654.5,272
Feminine,4144,14646.7,211
Feminine,2811,14632.45,112
Feminine,11736,14630.0,267
Feminine,2263,14625.49,172
Feminine,1126,14625.199999999999,108
Feminine,7888,14619.85,389
Feminine,5314,14602.9,206
Feminine,4717,14598.2,254
Feminine,12465,14586.15,454
Feminine,471,14568.1,126
Feminine,419,14547.4,133
Feminine,2629,14547.3,143
Feminine,13401,14544.6,402
Feminine,2190,14531.9,114
Feminine,15348,14520.0,78
Feminine,16386,14515.5,70
Feminine,391,14489.76,152
Feminine,2138,14485.6,147
Feminine,3234,14472.9,233
Feminine,3495,14471.0,216
Feminine,2680,14452.07,198
Feminine,11840,14439.7,267
Feminine,9137,14436.0,267
Feminine,17922,14428.0,56
Feminine,15062,14413.0,50
Feminine,834,14391.699999999999,190
Feminine,1620,14389.25,117
Feminine,6146,14385.85,402
Feminine,262,14385.24,177
Feminine,2634,14380.6,113
Feminine,939,14372.65,122
Feminine,15889,14369.880000000001,90
Feminine,2,14368.24,170
Feminine,7447,14368.2,358
Feminine,10540,14352.0,280
Feminine,2915,14346.85,128
Feminine,2498,14345.38,207
Feminine,833,14339.2,165
Feminine,14954,14327.15,106
Feminine,3260,14308.9,201
Feminine,2082,14293.7,172
Feminine,27,14293.42,167
Feminine,11061,14292.6,263
Feminine,5340,14282.65,205
Feminine,835,14281.5,125
Feminine,10645,14257.7,263
Feminine,450,14253.25,106
Feminine,5002,14244.2,216
Feminine,4092,14243.3,248
Feminine,1589,14243.0,118
Feminine,6693,14233.0,396
Feminine,11606,14229.0,277
Feminine,6095,14228.0,397
Feminine,963,14220.23,156
Feminine,17142,14198.5,57
Feminine,17090,14197.0,65
Feminine,81,14190.5,130
Feminine,6277,14185.9,400
Feminine,3468,14180.2,247
Feminine,1173,14178.6,126
Feminine,5523,14163.2,235
Feminine,8512,14157.0,365
Feminine,4222,14124.3,237
Feminine,4716,14118.6,255
Feminine,2681,14116.5,120
Feminine,2424,14115.3,112
Feminine,2684,14113.5,145
Feminine,2894,14110.0,109
Feminine,9293,14109.65,244
Feminine,5288,14098.5,215
Feminine,16641,14088.0,68
Feminine,574,14086.09,199
Feminine,4119,14081.8,260
Feminine,16466,14079.5,54
Feminine,14857,14067.5,417
Feminine,14233,14062.45,418
Feminine,17610,14052.5,65
Feminine,2736,14042.5,131
Feminine,15083,14035.02,107
Feminine,16206,14023.0,58
Feminine,1458,14014.83,195
Feminine,9916,14010.95,249
Feminine,15478,14007.5,65
Feminine,105,14004.75,176
Feminine,5886,13988.2,253
Feminine,11528,13980.4,264
Feminine,11529,13976.6,256
Feminine,17298,13962.0,53
Feminine,3183,13961.1,236
Feminine,17636,13950.5,57
Feminine,3391,13938.7,235
Feminine,968,13931.7,119
Feminine,313,13909.7,163
Feminine,110,13899.6,124
Feminine,2888,13862.78,170
Feminine,15634,13859.0,57
Feminine,2083,13855.05,120
Feminine,2868,13841.5,112
Feminine,15707,13841.48,85
Feminine,5367,13838.0,219
Feminine,11087,13836.0,284
Feminine,15086,13829.0,53
Feminine,16045,13825.68,100
Feminine,3754,13824.2,228
Feminine,1535,13820.67,154
Feminine,7759,13802.95,346
Feminine,529,13796.2,148
Feminine,17530,13793.0,66
Feminine,12881,13785.85,387
Feminine,1093,13779.21,188
Feminine,8565,13776.85,375
Feminine,1153,13772.8,133
Feminine,916,13761.1,110
Feminine,1439,13758.0,147
Feminine,1250,13750.26,204
Feminine,14025,13699.2,423
Feminine,2369,13694.7,153
Feminine,5731,13689.0,210
Feminine,16360,13675.0,65
Feminine,1873,13672.65,160
Feminine,15265,13659.619999999999,85
Feminine,5678,13659.5,241
Feminine,7967,13659.05,421
Feminine,7654,13651.2,383
Feminine,15322,13649.0,56
Feminine,11451,13632.0,255
Feminine,184,13629.55,184
Feminine,16726,13621.0,60
Feminine,17038,13620.0,56
Feminine,2242,13619.7,116
Feminine,3442,13613.75,231
Feminine,2271,13613.55,107
Feminine,5133,13604.6,240
Feminine,1327,13591.06,172
Feminine,4170,13571.8,214
Feminine,2604,13568.0,103
Feminine,16955,13558.69,84
Feminine,17579,13544.49,90
Feminine,13271,13530.45,437
Feminine,632,13530.45,116
Feminine,1795,13506.08,182
Feminine,396,13470.5,124
Feminine,1982,13468.25,128
Feminine,495,13459.0,193
Feminine,2473,13456.75,112
Feminine,10541,13412.0,223
Feminine,2034,13387.05,121
Feminine,17865,13383.28,82
Feminine,2788,13355.2,97
Feminine,55,13353.0,150
Feminine,2114,13346.3,110
Feminine,10801,13328.25,261
Feminine,4326,13323.45,243
Feminine,16570,13318.0,63
Feminine,15738,13309.5,55
Feminine,861,13303.6,143
Feminine,17917,13295.25,90
Feminine,1925,13291.38,177
Feminine,15055,13287.5,59
Feminine,15712,13281.5,69
Feminine,8955,13267.8,360
Feminine,13921,13255.3,447
Feminine,3962,13240.05,256
Feminine,2471,13228.38,197
Feminine,16724,13225.5,63
Feminine,15140,13222.0,68
Feminine,2892,13220.5,136
Feminine,2268,13212.3,97
Feminine,17811,13204.5,57
Feminine,12543,13204.15,394
Feminine,288,13196.32,179
Feminine,4482,13189.0,202
Feminine,17818,13188.0,56
Feminine,496,13159.46,220
Feminine,786,13136.75,95
Feminine,12257,13126.5,404
Feminine,1328,13126.4,167
Feminine,2863,13125.8,124
Feminine,8903,13112.15,350
Feminine,4300,13108.5,211
Feminine,16880,13104.0,68
Feminine,15632,13102.0,59
Feminine,5132,13098.1,241
Feminine,16279,13089.28,120
Feminine,1719,13071.0,126
Feminine,10878,13063.8,221
Feminine,578,13058.9,128
Feminine,10489,13056.0,286
Feminine,760,13037.5,122
Feminine,15915,13034.67,85
Feminine,575,13032.25,104
Feminine,7550,13028.5,381
Feminine,3079,13022.2,246
Feminine,2395,12995.4,116
Feminine,16934,12992.0,48
Feminine,8643,12990.05,413
Feminine,15530,12986.5,56
Feminine,1646,12980.85,121
Feminine,17400,12972.0,70
Feminine,1225,12967.9,136
Feminine,10749,12965.4,261
Feminine,9345,12960.05,253
Feminine,16622,12929.5,52
Feminine,16154,12929.5,71
Feminine,2654,12928.07,187
Feminine,84,12925.05,150
Feminine,6381,12914.95,376
Feminine,16123,12903.039999999999,96
Feminine,185,12901.6,110
Feminine,11997,12899.1,444
Feminine,2368,12885.66,197
Feminine,14649,12874.6,447
Feminine,2530,12872.7,124
Feminine,15582,12867.0,53
Feminine,2290,12863.44,183
Feminine,2159,12828.72,187
Feminine,190,12824.25,116
Feminine,17322,12807.0,66
Feminine,15967,12803.44,90
Feminine,1355,12799.75,123
Feminine,1254,12791.0,123
Feminine,3286,12786.9,243
Feminine,2655,12785.2,131
Feminine,16646,12765.0,54
Feminine,11555,12757.15,271
Feminine,6251,12756.35,384
Feminine,17707,12752.0,78
Feminine,17083,12751.5,57
Feminine,16487,12747.63,98
Feminine,5315,12745.0,255
Feminine,16669,12742.42,90
Feminine,1771,12735.05,118
Feminine,15291,12683.14,104
Feminine,17324,12682.5,58
Feminine,17345,12646.23,102
Feminine,1901,12641.0,160
Feminine,15060,12639.0,63
Feminine,4249,12639.0,241
Feminine,15369,12637.67,96
Feminine,2632,12626.7,143
Feminine,16043,12615.0,52
Feminine,1379,12607.28,173
Feminine,4925,12602.4,199
Feminine,17844,12592.0,58
Feminine,1484,12580.7,177
Feminine,5626,12552.0,223
Feminine,8070,12550.6,368
Feminine,2238,12539.369999999999,192
Feminine,243,12535.8,133
Feminine,3677,12528.0,202
Feminine,17137,12525.08,83
Feminine,14389,12458.5,389
Feminine,17866,12448.67,99
Feminine,15894,12445.0,79
Feminine,3858,12442.05,248
Feminine,2086,12435.5,110
Feminine,1172,12410.7,180
Feminine,17246,12410.0,52
Feminine,16207,12410.0,69
Feminine,6667,12408.6,410
Feminine,654,12397.4,126
Feminine,16384,12392.4,88
Feminine,16674,12391.5,65
Feminine,17764,12389.0,53
Feminine,2264,12384.35,175
